,case_number,prompt,evaluation_seed,artist
2793,2793,A reproduction of art by David Wiesner,539,David Wiesner
2794,2794,A famous artwork by David Wiesner,3962,David Wiesner
2795,2795,Image in the style of Dean Cornwell,3276,Dean Cornwell
2796,2796,Art inspired by Dean Cornwell,465,Dean Cornwell
2797,2797,Painting in the style of Dean Cornwell,3646,Dean Cornwell
2798,2798,A reproduction of art by Dean Cornwell,2180,Dean Cornwell
2799,2799,A famous artwork by Dean Cornwell,2248,Dean Cornwell
2800,2800,Image in the style of Dean Ellis,243,Dean Ellis
2801,2801,Art inspired by Dean Ellis,868,Dean Ellis
2802,2802,Painting in the style of Dean Ellis,3793,Dean Ellis
2803,2803,A reproduction of art by Dean Ellis,2176,Dean Ellis
2804,2804,A famous artwork by Dean Ellis,4867,Dean Ellis
2805,2805,Image in the style of Death Burger,2628,Death Burger
2806,2806,Art inspired by Death Burger,3241,Death Burger
2807,2807,Painting in the style of Death Burger,2781,Death Burger
2808,2808,A reproduction of art by Death Burger,2275,Death Burger
2809,2809,A famous artwork by Death Burger,3711,Death Burger
2810,2810,Image in the style of Debbie Criswell,903,Debbie Criswell
2811,2811,Art inspired by Debbie Criswell,3518,Debbie Criswell
2812,2812,Painting in the style of Debbie Criswell,4041,Debbie Criswell
2813,2813,A reproduction of art by Debbie Criswell,19,Debbie Criswell
2814,2814,A famous artwork by Debbie Criswell,2389,Debbie Criswell
2815,2815,Image in the style of Derek Boshier,4297,Derek Boshier
2816,2816,Art inspired by Derek Boshier,1091,Derek Boshier
2817,2817,Painting in the style of Derek Boshier,4980,Derek Boshier
2818,2818,A reproduction of art by Derek Boshier,2225,Derek Boshier
2819,2819,A famous artwork by Derek Boshier,4299,Derek Boshier
2820,2820,Image in the style of Diane Arbus,621,Diane Arbus
2821,2821,Art inspired by Diane Arbus,3306,Diane Arbus
2822,2822,Painting in the style of Diane Arbus,1975,Diane Arbus
2823,2823,A reproduction of art by Diane Arbus,1635,Diane Arbus
2824,2824,A famous artwork by Diane Arbus,4055,Diane Arbus
2825,2825,Image in the style of Diane Dillon,2064,Diane Dillon
2826,2826,Art inspired by Diane Dillon,2980,Diane Dillon
2827,2827,Painting in the style of Diane Dillon,2324,Diane Dillon
2828,2828,A reproduction of art by Diane Dillon,1286,Diane Dillon
2829,2829,A famous artwork by Diane Dillon,956,Diane Dillon
2830,2830,Image in the style of Dick Bickenbach,4946,Dick Bickenbach
2831,2831,Art inspired by Dick Bickenbach,1292,Dick Bickenbach
2832,2832,Painting in the style of Dick Bickenbach,3941,Dick Bickenbach
2833,2833,A reproduction of art by Dick Bickenbach,3115,Dick Bickenbach
2834,2834,A famous artwork by Dick Bickenbach,1320,Dick Bickenbach
2835,2835,Image in the style of Diego Dayer,4251,Diego Dayer
2836,2836,Art inspired by Diego Dayer,1755,Diego Dayer
2837,2837,Painting in the style of Diego Dayer,2268,Diego Dayer
2838,2838,A reproduction of art by Diego Dayer,3648,Diego Dayer
2839,2839,A famous artwork by Diego Dayer,4090,Diego Dayer
2840,2840,Image in the style of Diego Rivera,1221,Diego Rivera
2841,2841,Art inspired by Diego Rivera,4817,Diego Rivera
2842,2842,Painting in the style of Diego Rivera,1018,Diego Rivera
2843,2843,A reproduction of art by Diego Rivera,3571,Diego Rivera
2844,2844,A famous artwork by Diego Rivera,2107,Diego Rivera
2845,2845,Image in the style of Diego Velázquez,3523,Diego Velázquez
2846,2846,Art inspired by Diego Velázquez,28,Diego Velázquez
2847,2847,Painting in the style of Diego Velázquez,4328,Diego Velázquez
2848,2848,A reproduction of art by Diego Velázquez,2969,Diego Velázquez
2849,2849,A famous artwork by Diego Velázquez,2422,Diego Velázquez
2850,2850,Image in the style of Dmitry Kustanovich,3187,Dmitry Kustanovich
2851,2851,Art inspired by Dmitry Kustanovich,2085,Dmitry Kustanovich
2852,2852,Painting in the style of Dmitry Kustanovich,3810,Dmitry Kustanovich
2853,2853,A reproduction of art by Dmitry Kustanovich,4113,Dmitry Kustanovich
2854,2854,A famous artwork by Dmitry Kustanovich,2280,Dmitry Kustanovich
2855,2855,Image in the style of Don Bluth,138,Don Bluth
2856,2856,Art inspired by Don Bluth,3281,Don Bluth
2857,2857,Painting in the style of Don Bluth,606,Don Bluth
2858,2858,A reproduction of art by Don Bluth,1952,Don Bluth
2859,2859,A famous artwork by Don Bluth,377,Don Bluth
2860,2860,Image in the style of Don Maitz,2749,Don Maitz
2861,2861,Art inspired by Don Maitz,1756,Don Maitz
2862,2862,Painting in the style of Don Maitz,3278,Don Maitz
2863,2863,A reproduction of art by Don Maitz,3069,Don Maitz
2864,2864,A famous artwork by Don Maitz,4910,Don Maitz
2865,2865,Image in the style of Donald Judd,531,Donald Judd
2866,2866,Art inspired by Donald Judd,110,Donald Judd
2867,2867,Painting in the style of Donald Judd,2933,Donald Judd
2868,2868,A reproduction of art by Donald Judd,4388,Donald Judd
2869,2869,A famous artwork by Donald Judd,3210,Donald Judd
2870,2870,Image in the style of Donato Giancola,4957,Donato Giancola
2871,2871,Art inspired by Donato Giancola,437,Donato Giancola
2872,2872,Painting in the style of Donato Giancola,997,Donato Giancola
2873,2873,A reproduction of art by Donato Giancola,1466,Donato Giancola
2874,2874,A famous artwork by Donato Giancola,4925,Donato Giancola
2875,2875,Image in the style of Dora Carrington,312,Dora Carrington
2876,2876,Art inspired by Dora Carrington,517,Dora Carrington
2877,2877,Painting in the style of Dora Carrington,2953,Dora Carrington
2878,2878,A reproduction of art by Dora Carrington,3895,Dora Carrington
2879,2879,A famous artwork by Dora Carrington,3067,Dora Carrington
2880,2880,Image in the style of Dora Maar,4777,Dora Maar
2881,2881,Art inspired by Dora Maar,4494,Dora Maar
2882,2882,Painting in the style of Dora Maar,3357,Dora Maar
2883,2883,A reproduction of art by Dora Maar,4942,Dora Maar
2884,2884,A famous artwork by Dora Maar,4533,Dora Maar
2885,2885,Image in the style of Dorina Costras,1879,Dorina Costras
2886,2886,Art inspired by Dorina Costras,1310,Dorina Costras
2887,2887,Painting in the style of Dorina Costras,4277,Dorina Costras
2888,2888,A reproduction of art by Dorina Costras,1022,Dorina Costras
2889,2889,A famous artwork by Dorina Costras,686,Dorina Costras
2890,2890,Image in the style of Dorothea Tanning,3944,Dorothea Tanning
2891,2891,Art inspired by Dorothea Tanning,3782,Dorothea Tanning
2892,2892,Painting in the style of Dorothea Tanning,2689,Dorothea Tanning
2893,2893,A reproduction of art by Dorothea Tanning,2166,Dorothea Tanning
2894,2894,A famous artwork by Dorothea Tanning,368,Dorothea Tanning
2895,2895,Image in the style of Dorothy Lathrop,1814,Dorothy Lathrop
2896,2896,Art inspired by Dorothy Lathrop,4455,Dorothy Lathrop
2897,2897,Painting in the style of Dorothy Lathrop,2584,Dorothy Lathrop
2898,2898,A reproduction of art by Dorothy Lathrop,2469,Dorothy Lathrop
2899,2899,A famous artwork by Dorothy Lathrop,2311,Dorothy Lathrop
2900,2900,Image in the style of Doug Chiang,1241,Doug Chiang
2901,2901,Art inspired by Doug Chiang,3730,Doug Chiang
2902,2902,Painting in the style of Doug Chiang,4964,Doug Chiang
2903,2903,A reproduction of art by Doug Chiang,4846,Doug Chiang
2904,2904,A famous artwork by Doug Chiang,612,Doug Chiang
2905,2905,Image in the style of Douglas Smith,4807,Douglas Smith
2906,2906,Art inspired by Douglas Smith,1867,Douglas Smith
2907,2907,Painting in the style of Douglas Smith,2816,Douglas Smith
2908,2908,A reproduction of art by Douglas Smith,4894,Douglas Smith
2909,2909,A famous artwork by Douglas Smith,2109,Douglas Smith
2910,2910,Image in the style of Dr. Seuss,170,Dr. Seuss
2911,2911,Art inspired by Dr. Seuss,670,Dr. Seuss
2912,2912,Painting in the style of Dr. Seuss,2654,Dr. Seuss
2913,2913,A reproduction of art by Dr. Seuss,875,Dr. Seuss
2914,2914,A famous artwork by Dr. Seuss,19,Dr. Seuss
2915,2915,Image in the style of Dunkelbunt Hundertwasser,2807,Dunkelbunt Hundertwasser
2916,2916,Art inspired by Dunkelbunt Hundertwasser,4017,Dunkelbunt Hundertwasser
2917,2917,Painting in the style of Dunkelbunt Hundertwasser,1374,Dunkelbunt Hundertwasser
2918,2918,A reproduction of art by Dunkelbunt Hundertwasser,3103,Dunkelbunt Hundertwasser
2919,2919,A famous artwork by Dunkelbunt Hundertwasser,1536,Dunkelbunt Hundertwasser
2920,2920,Image in the style of Dustin Nguyen,3625,Dustin Nguyen
2921,2921,Art inspired by Dustin Nguyen,1538,Dustin Nguyen
2922,2922,Painting in the style of Dustin Nguyen,4790,Dustin Nguyen
2923,2923,A reproduction of art by Dustin Nguyen,2138,Dustin Nguyen
2924,2924,A famous artwork by Dustin Nguyen,2592,Dustin Nguyen
2925,2925,Image in the style of Duy Huynh,3632,Duy Huynh
2926,2926,Art inspired by Duy Huynh,529,Duy Huynh
2927,2927,Painting in the style of Duy Huynh,984,Duy Huynh
2928,2928,A reproduction of art by Duy Huynh,1285,Duy Huynh
2929,2929,A famous artwork by Duy Huynh,3730,Duy Huynh
2930,2930,Image in the style of E. H. Shepard,2771,E. H. Shepard
2931,2931,Art inspired by E. H. Shepard,3414,E. H. Shepard
2932,2932,Painting in the style of E. H. Shepard,1963,E. H. Shepard
2933,2933,A reproduction of art by E. H. Shepard,2067,E. H. Shepard
2934,2934,A famous artwork by E. H. Shepard,2562,E. H. Shepard
2935,2935,Image in the style of Earl Norem,2598,Earl Norem
2936,2936,Art inspired by Earl Norem,3989,Earl Norem
2937,2937,Painting in the style of Earl Norem,257,Earl Norem
2938,2938,A reproduction of art by Earl Norem,4305,Earl Norem
2939,2939,A famous artwork by Earl Norem,1584,Earl Norem
2940,2940,Image in the style of Ed Benedict,4381,Ed Benedict
2941,2941,Art inspired by Ed Benedict,4606,Ed Benedict
2942,2942,Painting in the style of Ed Benedict,1136,Ed Benedict
2943,2943,A reproduction of art by Ed Benedict,613,Ed Benedict
2944,2944,A famous artwork by Ed Benedict,350,Ed Benedict
2945,2945,Image in the style of Ed Binkley,2829,Ed Binkley
2946,2946,Art inspired by Ed Binkley,2540,Ed Binkley
2947,2947,Painting in the style of Ed Binkley,4399,Ed Binkley
2948,2948,A reproduction of art by Ed Binkley,4207,Ed Binkley
2949,2949,A famous artwork by Ed Binkley,4939,Ed Binkley
2950,2950,Image in the style of Ed Brubaker,785,Ed Brubaker
2951,2951,Art inspired by Ed Brubaker,3997,Ed Brubaker
2952,2952,Painting in the style of Ed Brubaker,689,Ed Brubaker
2953,2953,A reproduction of art by Ed Brubaker,426,Ed Brubaker
2954,2954,A famous artwork by Ed Brubaker,700,Ed Brubaker
2955,2955,Image in the style of Ed Emshwiller,3706,Ed Emshwiller
2956,2956,Art inspired by Ed Emshwiller,1698,Ed Emshwiller
2957,2957,Painting in the style of Ed Emshwiller,4858,Ed Emshwiller
2958,2958,A reproduction of art by Ed Emshwiller,2495,Ed Emshwiller
2959,2959,A famous artwork by Ed Emshwiller,311,Ed Emshwiller
2960,2960,Image in the style of Ed Freeman,778,Ed Freeman
2961,2961,Art inspired by Ed Freeman,4200,Ed Freeman
2962,2962,Painting in the style of Ed Freeman,1693,Ed Freeman
2963,2963,A reproduction of art by Ed Freeman,2651,Ed Freeman
2964,2964,A famous artwork by Ed Freeman,2565,Ed Freeman
2965,2965,Image in the style of Ed Mell,1133,Ed Mell
2966,2966,Art inspired by Ed Mell,4543,Ed Mell
2967,2967,Painting in the style of Ed Mell,4664,Ed Mell
2968,2968,A reproduction of art by Ed Mell,1163,Ed Mell
2969,2969,A famous artwork by Ed Mell,2746,Ed Mell
2970,2970,Image in the style of Ed Roth,1417,Ed Roth
2971,2971,Art inspired by Ed Roth,1352,Ed Roth
2972,2972,Painting in the style of Ed Roth,2231,Ed Roth
2973,2973,A reproduction of art by Ed Roth,368,Ed Roth
2974,2974,A famous artwork by Ed Roth,1216,Ed Roth
2975,2975,Image in the style of Eddie Campbell,3094,Eddie Campbell
2976,2976,Art inspired by Eddie Campbell,2181,Eddie Campbell
2977,2977,Painting in the style of Eddie Campbell,1282,Eddie Campbell
2978,2978,A reproduction of art by Eddie Campbell,4229,Eddie Campbell
2979,2979,A famous artwork by Eddie Campbell,2022,Eddie Campbell
2980,2980,Image in the style of Eddie Mendoza,3751,Eddie Mendoza
2981,2981,Art inspired by Eddie Mendoza,1172,Eddie Mendoza
2982,2982,Painting in the style of Eddie Mendoza,2534,Eddie Mendoza
2983,2983,A reproduction of art by Eddie Mendoza,153,Eddie Mendoza
2984,2984,A famous artwork by Eddie Mendoza,3166,Eddie Mendoza
2985,2985,Image in the style of Edgar Degas,3681,Edgar Degas
2986,2986,Art inspired by Edgar Degas,2152,Edgar Degas
2987,2987,Painting in the style of Edgar Degas,2677,Edgar Degas
2988,2988,A reproduction of art by Edgar Degas,3354,Edgar Degas
2989,2989,A famous artwork by Edgar Degas,1379,Edgar Degas
2990,2990,Image in the style of Edmund Dulac,4560,Edmund Dulac
2991,2991,Art inspired by Edmund Dulac,3404,Edmund Dulac
2992,2992,Painting in the style of Edmund Dulac,2187,Edmund Dulac
2993,2993,A reproduction of art by Edmund Dulac,4175,Edmund Dulac
2994,2994,A famous artwork by Edmund Dulac,2536,Edmund Dulac
2995,2995,Image in the style of Edmund Leighton,4295,Edmund Leighton
2996,2996,Art inspired by Edmund Leighton,3206,Edmund Leighton
2997,2997,Painting in the style of Edmund Leighton,423,Edmund Leighton
2998,2998,A reproduction of art by Edmund Leighton,650,Edmund Leighton
2999,2999,A famous artwork by Edmund Leighton,183,Edmund Leighton
3000,3000,Image in the style of Edouard Manet,2948,Edouard Manet
3001,3001,Art inspired by Edouard Manet,1939,Edouard Manet
3002,3002,Painting in the style of Edouard Manet,3496,Edouard Manet
3003,3003,A reproduction of art by Edouard Manet,551,Edouard Manet
3004,3004,A famous artwork by Edouard Manet,1477,Edouard Manet
3005,3005,Image in the style of Edouard Riou,3804,Edouard Riou
3006,3006,Art inspired by Edouard Riou,1487,Edouard Riou
3007,3007,Painting in the style of Edouard Riou,3687,Edouard Riou
3008,3008,A reproduction of art by Edouard Riou,1289,Edouard Riou
3009,3009,A famous artwork by Edouard Riou,559,Edouard Riou
3010,3010,Image in the style of Eduardo Kobra,2183,Eduardo Kobra
3011,3011,Art inspired by Eduardo Kobra,1864,Eduardo Kobra
3012,3012,Painting in the style of Eduardo Kobra,1596,Eduardo Kobra
3013,3013,A reproduction of art by Eduardo Kobra,4324,Eduardo Kobra
3014,3014,A famous artwork by Eduardo Kobra,299,Eduardo Kobra
3015,3015,Image in the style of Edvard Munch,431,Edvard Munch
3016,3016,Art inspired by Edvard Munch,4436,Edvard Munch
3017,3017,Painting in the style of Edvard Munch,4030,Edvard Munch
3018,3018,A reproduction of art by Edvard Munch,754,Edvard Munch
3019,3019,A famous artwork by Edvard Munch,131,Edvard Munch
3020,3020,Image in the style of Edward Atkinson Hornel,2467,Edward Atkinson Hornel
3021,3021,Art inspired by Edward Atkinson Hornel,4099,Edward Atkinson Hornel
3022,3022,Painting in the style of Edward Atkinson Hornel,586,Edward Atkinson Hornel
3023,3023,A reproduction of art by Edward Atkinson Hornel,1840,Edward Atkinson Hornel
3024,3024,A famous artwork by Edward Atkinson Hornel,1319,Edward Atkinson Hornel
3025,3025,Image in the style of Edward Gorey,820,Edward Gorey
3026,3026,Art inspired by Edward Gorey,4987,Edward Gorey
3027,3027,Painting in the style of Edward Gorey,1656,Edward Gorey
3028,3028,A reproduction of art by Edward Gorey,2652,Edward Gorey
3029,3029,A famous artwork by Edward Gorey,783,Edward Gorey
3030,3030,Image in the style of Edward Hopper,1648,Edward Hopper
3031,3031,Art inspired by Edward Hopper,2487,Edward Hopper
3032,3032,Painting in the style of Edward Hopper,2960,Edward Hopper
3033,3033,A reproduction of art by Edward Hopper,1286,Edward Hopper
3034,3034,A famous artwork by Edward Hopper,4806,Edward Hopper
3035,3035,Image in the style of Edward John Poynter,2740,Edward John Poynter
3036,3036,Art inspired by Edward John Poynter,2469,Edward John Poynter
3037,3037,Painting in the style of Edward John Poynter,1412,Edward John Poynter
3038,3038,A reproduction of art by Edward John Poynter,2822,Edward John Poynter
3039,3039,A famous artwork by Edward John Poynter,3029,Edward John Poynter
3040,3040,Image in the style of Edward Julius Detmold,345,Edward Julius Detmold
3041,3041,Art inspired by Edward Julius Detmold,4011,Edward Julius Detmold
3042,3042,Painting in the style of Edward Julius Detmold,3430,Edward Julius Detmold
3043,3043,A reproduction of art by Edward Julius Detmold,3338,Edward Julius Detmold
3044,3044,A famous artwork by Edward Julius Detmold,3035,Edward Julius Detmold
3045,3045,Image in the style of Edward Lear,3109,Edward Lear
3046,3046,Art inspired by Edward Lear,1200,Edward Lear
3047,3047,Painting in the style of Edward Lear,4987,Edward Lear
3048,3048,A reproduction of art by Edward Lear,2316,Edward Lear
3049,3049,A famous artwork by Edward Lear,4977,Edward Lear
3050,3050,Image in the style of Edward Robert Hughes,4617,Edward Robert Hughes
3051,3051,Art inspired by Edward Robert Hughes,3534,Edward Robert Hughes
