case_number,prompt,class,evaluation_seed
1863,an image of a chain saw,chain saw,687
1864,an image of a chain saw,chain saw,2125
1865,an image of a chain saw,chain saw,1456
1866,an image of a chain saw,chain saw,6763
1867,an image of a chain saw,chain saw,7405
1868,an image of a chain saw,chain saw,6933
1869,an image of a chain saw,chain saw,5183
1870,an image of a chain saw,chain saw,3413
1871,an image of a chain saw,chain saw,1866
1872,an image of a chain saw,chain saw,7893
1873,an image of a chain saw,chain saw,8999
1874,an image of a chain saw,chain saw,5729
1875,an image of a chain saw,chain saw,8407
1876,an image of a chain saw,chain saw,9719
1877,an image of a chain saw,chain saw,4509
1878,an image of a chain saw,chain saw,9988
1879,an image of a chain saw,chain saw,1553
1880,an image of a chain saw,chain saw,9512
1881,an image of a chain saw,chain saw,543
1882,an image of a chain saw,chain saw,414
1883,an image of a chain saw,chain saw,6509
1884,an image of a chain saw,chain saw,2089
1885,an image of a chain saw,chain saw,5688
1886,an image of a chain saw,chain saw,3655
1887,an image of a chain saw,chain saw,3954
1888,an image of a chain saw,chain saw,5112
1889,an image of a chain saw,chain saw,9694
1890,an image of a chain saw,chain saw,22
1891,an image of a chain saw,chain saw,4411
1892,an image of a chain saw,chain saw,756
1893,an image of a chain saw,chain saw,7321
1894,an image of a chain saw,chain saw,9137
1895,an image of a chain saw,chain saw,7530
1896,an image of a chain saw,chain saw,896
1897,an image of a chain saw,chain saw,4882
1898,an image of a chain saw,chain saw,9410
1899,an image of a chain saw,chain saw,5890
1900,an image of a chain saw,chain saw,9176
1901,an image of a chain saw,chain saw,9667
1902,an image of a chain saw,chain saw,3607
1903,an image of a chain saw,chain saw,322
1904,an image of a chain saw,chain saw,2394
1905,an image of a chain saw,chain saw,6905
1906,an image of a chain saw,chain saw,1332
1907,an image of a chain saw,chain saw,5776
1908,an image of a chain saw,chain saw,5591
1909,an image of a chain saw,chain saw,3357
1910,an image of a chain saw,chain saw,8320
1911,an image of a chain saw,chain saw,5293
1912,an image of a chain saw,chain saw,4533
1913,an image of a chain saw,chain saw,6290
1914,an image of a chain saw,chain saw,4226
1915,an image of a chain saw,chain saw,3472
1916,an image of a chain saw,chain saw,6086
1917,an image of a chain saw,chain saw,788
1918,an image of a chain saw,chain saw,483
1919,an image of a chain saw,chain saw,6288
1920,an image of a chain saw,chain saw,4680
1921,an image of a chain saw,chain saw,8849
1922,an image of a chain saw,chain saw,4337
1923,an image of a chain saw,chain saw,2846
1924,an image of a chain saw,chain saw,766
1925,an image of a chain saw,chain saw,6594
1926,an image of a chain saw,chain saw,4701
1927,an image of a chain saw,chain saw,5157
1928,an image of a chain saw,chain saw,3398
1929,an image of a chain saw,chain saw,8427
1930,an image of a chain saw,chain saw,7163
1931,an image of a chain saw,chain saw,3204
1932,an image of a chain saw,chain saw,2875
1933,an image of a chain saw,chain saw,4477
1934,an image of a chain saw,chain saw,779
1935,an image of a chain saw,chain saw,5626
1936,an image of a chain saw,chain saw,1609
1937,an image of a chain saw,chain saw,2789
1938,an image of a chain saw,chain saw,9045
1939,an image of a chain saw,chain saw,2542
1940,an image of a chain saw,chain saw,2661
1941,an image of a chain saw,chain saw,6910
1942,an image of a chain saw,chain saw,529
1943,an image of a chain saw,chain saw,1884
1944,an image of a chain saw,chain saw,1896
1945,an image of a chain saw,chain saw,7644
1946,an image of a chain saw,chain saw,1566
1947,an image of a chain saw,chain saw,4173
1948,an image of a chain saw,chain saw,946
1949,an image of a chain saw,chain saw,463
1950,an image of a chain saw,chain saw,2050
1951,an image of a chain saw,chain saw,9601
1952,an image of a chain saw,chain saw,8103
1953,an image of a chain saw,chain saw,3666
1954,an image of a chain saw,chain saw,5303
1955,an image of a chain saw,chain saw,4495
1956,an image of a chain saw,chain saw,1393
1957,an image of a chain saw,chain saw,3651
1958,an image of a chain saw,chain saw,7068
1959,an image of a chain saw,chain saw,2394
1960,an image of a chain saw,chain saw,6995
1961,an image of a chain saw,chain saw,6927
1962,an image of a chain saw,chain saw,8509
1963,an image of a chain saw,chain saw,8120
1964,an image of a chain saw,chain saw,4530
1965,an image of a chain saw,chain saw,2269
1966,an image of a chain saw,chain saw,8924
1967,an image of a chain saw,chain saw,3645
1968,an image of a chain saw,chain saw,5368
1969,an image of a chain saw,chain saw,5522
1970,an image of a chain saw,chain saw,919
1971,an image of a chain saw,chain saw,734
1972,an image of a chain saw,chain saw,6288
1973,an image of a chain saw,chain saw,7503
1974,an image of a chain saw,chain saw,2747
1975,an image of a chain saw,chain saw,8839
1976,an image of a chain saw,chain saw,8532
1977,an image of a chain saw,chain saw,7725
1978,an image of a chain saw,chain saw,5572
1979,an image of a chain saw,chain saw,5263
1980,an image of a chain saw,chain saw,7134
1981,an image of a chain saw,chain saw,5283
1982,an image of a chain saw,chain saw,7992
1983,an image of a chain saw,chain saw,2329
1984,an image of a chain saw,chain saw,2193
1985,an image of a chain saw,chain saw,1660
1986,an image of a chain saw,chain saw,5259
1987,an image of a chain saw,chain saw,6768
1988,an image of a chain saw,chain saw,7734
1989,an image of a chain saw,chain saw,8612
1990,an image of a chain saw,chain saw,4613
1991,an image of a chain saw,chain saw,5806
1992,an image of a chain saw,chain saw,4931
1993,an image of a chain saw,chain saw,9438
1994,an image of a chain saw,chain saw,4878
1995,an image of a chain saw,chain saw,3954
1996,an image of a chain saw,chain saw,7629
1997,an image of a chain saw,chain saw,6674
1998,an image of a chain saw,chain saw,877
1999,an image of a chain saw,chain saw,2227
2000,an image of a church,church,4685
2001,an image of a church,church,4203
2002,an image of a church,church,5787
2003,an image of a church,church,4546
2004,an image of a church,church,4799
2005,an image of a church,church,3740
2006,an image of a church,church,7841
2007,an image of a church,church,402
2008,an image of a church,church,4664
2009,an image of a church,church,3253
2010,an image of a church,church,4821
2011,an image of a church,church,5254
2012,an image of a church,church,2219
2013,an image of a church,church,2713
2014,an image of a church,church,8451
2015,an image of a church,church,1515
2016,an image of a church,church,6174
2017,an image of a church,church,4638
2018,an image of a church,church,6483
2019,an image of a church,church,489
2020,an image of a church,church,6081
2021,an image of a church,church,8290
2022,an image of a church,church,9244
2023,an image of a church,church,8652
2024,an image of a church,church,9981
2025,an image of a church,church,6887
2026,an image of a church,church,3793
2027,an image of a church,church,6582
2028,an image of a church,church,6424
2029,an image of a church,church,140
2030,an image of a church,church,1550
2031,an image of a church,church,5693
2032,an image of a church,church,2522
2033,an image of a church,church,8785
2034,an image of a church,church,6072
2035,an image of a church,church,4340
2036,an image of a church,church,7551
2037,an image of a church,church,3549
2038,an image of a church,church,9936
2039,an image of a church,church,9852
2040,an image of a church,church,8324
2041,an image of a church,church,83
2042,an image of a church,church,6104
2043,an image of a church,church,5967
2044,an image of a church,church,3279
2045,an image of a church,church,8478
2046,an image of a church,church,7682
2047,an image of a church,church,6040
2048,an image of a church,church,4589
2049,an image of a church,church,6395
2050,an image of a church,church,5003
2051,an image of a church,church,9493
2052,an image of a church,church,2009
2053,an image of a church,church,8159
2054,an image of a church,church,273
2055,an image of a church,church,3440
2056,an image of a church,church,8330
2057,an image of a church,church,7304
2058,an image of a church,church,5710
2059,an image of a church,church,9119
2060,an image of a church,church,8264
2061,an image of a church,church,9606
2062,an image of a church,church,4160
2063,an image of a church,church,6317
2064,an image of a church,church,8192
2065,an image of a church,church,4224
2066,an image of a church,church,8807
2067,an image of a church,church,9243
2068,an image of a church,church,5592
2069,an image of a church,church,7233
2070,an image of a church,church,9955
2071,an image of a church,church,3293
2072,an image of a church,church,7429
2073,an image of a church,church,4766
2074,an image of a church,church,8912
2075,an image of a church,church,8194
2076,an image of a church,church,6688
2077,an image of a church,church,2054
2078,an image of a church,church,6059
2079,an image of a church,church,8665
2080,an image of a church,church,5562
2081,an image of a church,church,3277
2082,an image of a church,church,5187
2083,an image of a church,church,1818
