,case_number,prompt,evaluation_seed,artist
2359,2359,A famous artwork by Carne Griffiths,931,Carne Griffiths
2360,2360,Image in the style of Carrie Mae Weems,4181,Carrie Mae Weems
2361,2361,Art inspired by Carrie Mae Weems,880,Carrie Mae Weems
2362,2362,Painting in the style of Carrie Mae Weems,379,Carrie Mae Weems
2363,2363,A reproduction of art by Carrie Mae Weems,2208,Carrie Mae Weems
2364,2364,A famous artwork by Carrie Mae Weems,1670,Carrie Mae Weems
2365,2365,Image in the style of Casey Weldon,4080,Casey Weldon
2366,2366,Art inspired by Casey Weldon,3577,Casey Weldon
2367,2367,Painting in the style of Casey Weldon,3475,Casey Weldon
2368,2368,A reproduction of art by Casey Weldon,796,Casey Weldon
2369,2369,A famous artwork by Casey Weldon,323,Casey Weldon
2370,2370,Image in the style of Caspar David Friedrich,3849,Caspar David Friedrich
2371,2371,Art inspired by Caspar David Friedrich,3813,Caspar David Friedrich
2372,2372,Painting in the style of Caspar David Friedrich,1466,Caspar David Friedrich
2373,2373,A reproduction of art by Caspar David Friedrich,4312,Caspar David Friedrich
2374,2374,A famous artwork by Caspar David Friedrich,3134,Caspar David Friedrich
2375,2375,Image in the style of Cassius Marcellus Coolidge,3350,Cassius Marcellus Coolidge
2376,2376,Art inspired by Cassius Marcellus Coolidge,966,Cassius Marcellus Coolidge
2377,2377,Painting in the style of Cassius Marcellus Coolidge,2316,Cassius Marcellus Coolidge
2378,2378,A reproduction of art by Cassius Marcellus Coolidge,102,Cassius Marcellus Coolidge
2379,2379,A famous artwork by Cassius Marcellus Coolidge,3310,Cassius Marcellus Coolidge
2380,2380,Image in the style of Catherine Hyde,1667,Catherine Hyde
2381,2381,Art inspired by Catherine Hyde,1886,Catherine Hyde
2382,2382,Painting in the style of Catherine Hyde,4796,Catherine Hyde
2383,2383,A reproduction of art by Catherine Hyde,911,Catherine Hyde
2384,2384,A famous artwork by Catherine Hyde,4758,Catherine Hyde
2385,2385,Image in the style of Catrin Welz-Stein,4230,Catrin Welz-Stein
2386,2386,Art inspired by Catrin Welz-Stein,2824,Catrin Welz-Stein
2387,2387,Painting in the style of Catrin Welz-Stein,2148,Catrin Welz-Stein
2388,2388,A reproduction of art by Catrin Welz-Stein,1399,Catrin Welz-Stein
2389,2389,A famous artwork by Catrin Welz-Stein,869,Catrin Welz-Stein
2390,2390,Image in the style of Cedric Peyravernay,53,Cedric Peyravernay
2391,2391,Art inspired by Cedric Peyravernay,190,Cedric Peyravernay
2392,2392,Painting in the style of Cedric Peyravernay,2157,Cedric Peyravernay
2393,2393,A reproduction of art by Cedric Peyravernay,4783,Cedric Peyravernay
2394,2394,A famous artwork by Cedric Peyravernay,213,Cedric Peyravernay
2395,2395,Image in the style of Chad Knight,1591,Chad Knight
2396,2396,Art inspired by Chad Knight,305,Chad Knight
2397,2397,Painting in the style of Chad Knight,767,Chad Knight
2398,2398,A reproduction of art by Chad Knight,210,Chad Knight
2399,2399,A famous artwork by Chad Knight,608,Chad Knight
2400,2400,Image in the style of Chantal Joffe,3705,Chantal Joffe
2401,2401,Art inspired by Chantal Joffe,2982,Chantal Joffe
2402,2402,Painting in the style of Chantal Joffe,1893,Chantal Joffe
2403,2403,A reproduction of art by Chantal Joffe,3317,Chantal Joffe
2404,2404,A famous artwork by Chantal Joffe,263,Chantal Joffe
2405,2405,Image in the style of Charles Addams,4872,Charles Addams
2406,2406,Art inspired by Charles Addams,1645,Charles Addams
2407,2407,Painting in the style of Charles Addams,51,Charles Addams
2408,2408,A reproduction of art by Charles Addams,2242,Charles Addams
2409,2409,A famous artwork by Charles Addams,994,Charles Addams
2410,2410,Image in the style of Charles Angrand,2516,Charles Angrand
2411,2411,Art inspired by Charles Angrand,2798,Charles Angrand
2412,2412,Painting in the style of Charles Angrand,3700,Charles Angrand
2413,2413,A reproduction of art by Charles Angrand,3660,Charles Angrand
2414,2414,A famous artwork by Charles Angrand,2974,Charles Angrand
2415,2415,Image in the style of Charles Blackman,3100,Charles Blackman
2416,2416,Art inspired by Charles Blackman,215,Charles Blackman
2417,2417,Painting in the style of Charles Blackman,4733,Charles Blackman
2418,2418,A reproduction of art by Charles Blackman,3728,Charles Blackman
2419,2419,A famous artwork by Charles Blackman,2234,Charles Blackman
2420,2420,Image in the style of Charles Camoin,4127,Charles Camoin
2421,2421,Art inspired by Charles Camoin,3004,Charles Camoin
2422,2422,Painting in the style of Charles Camoin,4776,Charles Camoin
2423,2423,A reproduction of art by Charles Camoin,65,Charles Camoin
2424,2424,A famous artwork by Charles Camoin,4260,Charles Camoin
2425,2425,Image in the style of Charles Dana Gibson,2611,Charles Dana Gibson
2426,2426,Art inspired by Charles Dana Gibson,40,Charles Dana Gibson
2427,2427,Painting in the style of Charles Dana Gibson,675,Charles Dana Gibson
2428,2428,A reproduction of art by Charles Dana Gibson,4876,Charles Dana Gibson
2429,2429,A famous artwork by Charles Dana Gibson,835,Charles Dana Gibson
2430,2430,Image in the style of Charles E. Burchfield,1561,Charles E. Burchfield
2431,2431,Art inspired by Charles E. Burchfield,1593,Charles E. Burchfield
2432,2432,Painting in the style of Charles E. Burchfield,2237,Charles E. Burchfield
2433,2433,A reproduction of art by Charles E. Burchfield,4207,Charles E. Burchfield
2434,2434,A famous artwork by Charles E. Burchfield,444,Charles E. Burchfield
2435,2435,Image in the style of Charles Gwathmey,4380,Charles Gwathmey
2436,2436,Art inspired by Charles Gwathmey,1206,Charles Gwathmey
2437,2437,Painting in the style of Charles Gwathmey,4572,Charles Gwathmey
2438,2438,A reproduction of art by Charles Gwathmey,2305,Charles Gwathmey
2439,2439,A famous artwork by Charles Gwathmey,3239,Charles Gwathmey
2440,2440,Image in the style of Charles Le Brun,537,Charles Le Brun
2441,2441,Art inspired by Charles Le Brun,3729,Charles Le Brun
2442,2442,Painting in the style of Charles Le Brun,3408,Charles Le Brun
2443,2443,A reproduction of art by Charles Le Brun,4669,Charles Le Brun
2444,2444,A famous artwork by Charles Le Brun,2921,Charles Le Brun
2445,2445,Image in the style of Charles Liu,4094,Charles Liu
2446,2446,Art inspired by Charles Liu,1930,Charles Liu
2447,2447,Painting in the style of Charles Liu,1165,Charles Liu
2448,2448,A reproduction of art by Charles Liu,2803,Charles Liu
2449,2449,A famous artwork by Charles Liu,3136,Charles Liu
2450,2450,Image in the style of Charles Schridde,2560,Charles Schridde
2451,2451,Art inspired by Charles Schridde,736,Charles Schridde
2452,2452,Painting in the style of Charles Schridde,1186,Charles Schridde
2453,2453,A reproduction of art by Charles Schridde,4802,Charles Schridde
2454,2454,A famous artwork by Charles Schridde,1649,Charles Schridde
2455,2455,Image in the style of Charles Schulz,1440,Charles Schulz
2456,2456,Art inspired by Charles Schulz,1357,Charles Schulz
2457,2457,Painting in the style of Charles Schulz,3074,Charles Schulz
2458,2458,A reproduction of art by Charles Schulz,3027,Charles Schulz
2459,2459,A famous artwork by Charles Schulz,4531,Charles Schulz
2460,2460,Image in the style of Charles Spencelayh,87,Charles Spencelayh
2461,2461,Art inspired by Charles Spencelayh,2319,Charles Spencelayh
2462,2462,Painting in the style of Charles Spencelayh,2201,Charles Spencelayh
2463,2463,A reproduction of art by Charles Spencelayh,2018,Charles Spencelayh
2464,2464,A famous artwork by Charles Spencelayh,667,Charles Spencelayh
2465,2465,Image in the style of Charles Vess,1887,Charles Vess
2466,2466,Art inspired by Charles Vess,319,Charles Vess
2467,2467,Painting in the style of Charles Vess,4060,Charles Vess
2468,2468,A reproduction of art by Charles Vess,2585,Charles Vess
2469,2469,A famous artwork by Charles Vess,3005,Charles Vess
2470,2470,Image in the style of Charles-Francois Daubigny,664,Charles-Francois Daubigny
2471,2471,Art inspired by Charles-Francois Daubigny,4027,Charles-Francois Daubigny
2472,2472,Painting in the style of Charles-Francois Daubigny,330,Charles-Francois Daubigny
2473,2473,A reproduction of art by Charles-Francois Daubigny,4138,Charles-Francois Daubigny
2474,2474,A famous artwork by Charles-Francois Daubigny,948,Charles-Francois Daubigny
2475,2475,Image in the style of Charlie Bowater,1044,Charlie Bowater
2476,2476,Art inspired by Charlie Bowater,4601,Charlie Bowater
2477,2477,Painting in the style of Charlie Bowater,1134,Charlie Bowater
2478,2478,A reproduction of art by Charlie Bowater,1376,Charlie Bowater
2479,2479,A famous artwork by Charlie Bowater,4162,Charlie Bowater
2480,2480,Image in the style of Charline von Heyl,88,Charline von Heyl
2481,2481,Art inspired by Charline von Heyl,3058,Charline von Heyl
2482,2482,Painting in the style of Charline von Heyl,3325,Charline von Heyl
2483,2483,A reproduction of art by Charline von Heyl,2673,Charline von Heyl
2484,2484,A famous artwork by Charline von Heyl,3310,Charline von Heyl
2485,2485,Image in the style of Chaïm Soutine,4298,Chaïm Soutine
2486,2486,Art inspired by Chaïm Soutine,4402,Chaïm Soutine
2487,2487,Painting in the style of Chaïm Soutine,3386,Chaïm Soutine
2488,2488,A reproduction of art by Chaïm Soutine,2035,Chaïm Soutine
2489,2489,A famous artwork by Chaïm Soutine,4376,Chaïm Soutine
2490,2490,Image in the style of Chen Zhen,3253,Chen Zhen
2491,2491,Art inspired by Chen Zhen,4515,Chen Zhen
2492,2492,Painting in the style of Chen Zhen,3641,Chen Zhen
2493,2493,A reproduction of art by Chen Zhen,4200,Chen Zhen
2494,2494,A famous artwork by Chen Zhen,1454,Chen Zhen
2495,2495,Image in the style of Chesley Bonestell,3834,Chesley Bonestell
2496,2496,Art inspired by Chesley Bonestell,4230,Chesley Bonestell
2497,2497,Painting in the style of Chesley Bonestell,4630,Chesley Bonestell
2498,2498,A reproduction of art by Chesley Bonestell,307,Chesley Bonestell
2499,2499,A famous artwork by Chesley Bonestell,2153,Chesley Bonestell
2500,2500,Image in the style of Chiharu Shiota,773,Chiharu Shiota
2501,2501,Art inspired by Chiharu Shiota,843,Chiharu Shiota
2502,2502,Painting in the style of Chiharu Shiota,479,Chiharu Shiota
2503,2503,A reproduction of art by Chiharu Shiota,1477,Chiharu Shiota
2504,2504,A famous artwork by Chiharu Shiota,4334,Chiharu Shiota
2505,2505,Image in the style of Ching Yeh,1426,Ching Yeh
2506,2506,Art inspired by Ching Yeh,2057,Ching Yeh
2507,2507,Painting in the style of Ching Yeh,2517,Ching Yeh
2508,2508,A reproduction of art by Ching Yeh,2865,Ching Yeh
2509,2509,A famous artwork by Ching Yeh,196,Ching Yeh
2510,2510,Image in the style of Chip Zdarsky,2518,Chip Zdarsky
2511,2511,Art inspired by Chip Zdarsky,4122,Chip Zdarsky
2512,2512,Painting in the style of Chip Zdarsky,2532,Chip Zdarsky
2513,2513,A reproduction of art by Chip Zdarsky,244,Chip Zdarsky
2514,2514,A famous artwork by Chip Zdarsky,4335,Chip Zdarsky
2515,2515,Image in the style of Chris Claremont,4468,Chris Claremont
2516,2516,Art inspired by Chris Claremont,1391,Chris Claremont
2517,2517,Painting in the style of Chris Claremont,2514,Chris Claremont
2518,2518,A reproduction of art by Chris Claremont,3601,Chris Claremont
2519,2519,A famous artwork by Chris Claremont,2993,Chris Claremont
2520,2520,Image in the style of Chris Cunningham,3330,Chris Cunningham
2521,2521,Art inspired by Chris Cunningham,4840,Chris Cunningham
2522,2522,Painting in the style of Chris Cunningham,948,Chris Cunningham
2523,2523,A reproduction of art by Chris Cunningham,2861,Chris Cunningham
2524,2524,A famous artwork by Chris Cunningham,2327,Chris Cunningham
2525,2525,Image in the style of Chris Foss,1017,Chris Foss
2526,2526,Art inspired by Chris Foss,1344,Chris Foss
2527,2527,Painting in the style of Chris Foss,1065,Chris Foss
2528,2528,A reproduction of art by Chris Foss,1338,Chris Foss
2529,2529,A famous artwork by Chris Foss,1453,Chris Foss
2530,2530,Image in the style of Chris Leib,3001,Chris Leib
2531,2531,Art inspired by Chris Leib,3367,Chris Leib
2532,2532,Painting in the style of Chris Leib,3015,Chris Leib
2533,2533,A reproduction of art by Chris Leib,310,Chris Leib
2534,2534,A famous artwork by Chris Leib,4447,Chris Leib
2535,2535,Image in the style of Chris Mars,1249,Chris Mars
2536,2536,Art inspired by Chris Mars,443,Chris Mars
2537,2537,Painting in the style of Chris Mars,2504,Chris Mars
2538,2538,A reproduction of art by Chris Mars,3068,Chris Mars
2539,2539,A famous artwork by Chris Mars,3803,Chris Mars
2540,2540,Image in the style of Chris Moore,1693,Chris Moore
2541,2541,Art inspired by Chris Moore,4759,Chris Moore
2542,2542,Painting in the style of Chris Moore,3234,Chris Moore
2543,2543,A reproduction of art by Chris Moore,458,Chris Moore
2544,2544,A famous artwork by Chris Moore,1919,Chris Moore
2545,2545,Image in the style of Chris Ofili,250,Chris Ofili
2546,2546,Art inspired by Chris Ofili,288,Chris Ofili
2547,2547,Painting in the style of Chris Ofili,426,Chris Ofili
2548,2548,A reproduction of art by Chris Ofili,3593,Chris Ofili
2549,2549,A famous artwork by Chris Ofili,731,Chris Ofili
2550,2550,Image in the style of Chris Saunders,2029,Chris Saunders
2551,2551,Art inspired by Chris Saunders,2137,Chris Saunders
2552,2552,Painting in the style of Chris Saunders,909,Chris Saunders
2553,2553,A reproduction of art by Chris Saunders,2608,Chris Saunders
2554,2554,A famous artwork by Chris Saunders,4687,Chris Saunders
2555,2555,Image in the style of Chris Turnham,273,Chris Turnham
2556,2556,Art inspired by Chris Turnham,1799,Chris Turnham
2557,2557,Painting in the style of Chris Turnham,4970,Chris Turnham
2558,2558,A reproduction of art by Chris Turnham,507,Chris Turnham
2559,2559,A famous artwork by Chris Turnham,872,Chris Turnham
2560,2560,Image in the style of Chris Uminga,3559,Chris Uminga
2561,2561,Art inspired by Chris Uminga,2910,Chris Uminga
2562,2562,Painting in the style of Chris Uminga,1805,Chris Uminga
2563,2563,A reproduction of art by Chris Uminga,793,Chris Uminga
2564,2564,A famous artwork by Chris Uminga,4037,Chris Uminga
2565,2565,Image in the style of Chris Van Allsburg,2456,Chris Van Allsburg
2566,2566,Art inspired by Chris Van Allsburg,528,Chris Van Allsburg
2567,2567,Painting in the style of Chris Van Allsburg,3624,Chris Van Allsburg
2568,2568,A reproduction of art by Chris Van Allsburg,4344,Chris Van Allsburg
2569,2569,A famous artwork by Chris Van Allsburg,4863,Chris Van Allsburg
2570,2570,Image in the style of Chris Ware,1017,Chris Ware
2571,2571,Art inspired by Chris Ware,3719,Chris Ware
2572,2572,Painting in the style of Chris Ware,544,Chris Ware
2573,2573,A reproduction of art by Chris Ware,692,Chris Ware
2574,2574,A famous artwork by Chris Ware,4104,Chris Ware
2575,2575,Image in the style of Christian Dimitrov,2348,Christian Dimitrov
2576,2576,Art inspired by Christian Dimitrov,3579,Christian Dimitrov
2577,2577,Painting in the style of Christian Dimitrov,2373,Christian Dimitrov
2578,2578,A reproduction of art by Christian Dimitrov,1596,Christian Dimitrov
2579,2579,A famous artwork by Christian Dimitrov,2503,Christian Dimitrov
2580,2580,Image in the style of Christian Grajewski,2663,Christian Grajewski
2581,2581,Art inspired by Christian Grajewski,966,Christian Grajewski
2582,2582,Painting in the style of Christian Grajewski,21,Christian Grajewski
2583,2583,A reproduction of art by Christian Grajewski,3831,Christian Grajewski
2584,2584,A famous artwork by Christian Grajewski,2845,Christian Grajewski
2585,2585,Image in the style of Christophe Vacher,3827,Christophe Vacher
2586,2586,Art inspired by Christophe Vacher,4170,Christophe Vacher
2587,2587,Painting in the style of Christophe Vacher,866,Christophe Vacher
2588,2588,A reproduction of art by Christophe Vacher,3439,Christophe Vacher
2589,2589,A famous artwork by Christophe Vacher,4766,Christophe Vacher
2590,2590,Image in the style of Christopher Balaskas,4862,Christopher Balaskas
2591,2591,Art inspired by Christopher Balaskas,1495,Christopher Balaskas
2592,2592,Painting in the style of Christopher Balaskas,2645,Christopher Balaskas
2593,2593,A reproduction of art by Christopher Balaskas,4491,Christopher Balaskas
2594,2594,A famous artwork by Christopher Balaskas,698,Christopher Balaskas
2595,2595,Image in the style of Christopher Jin Baron,1647,Christopher Jin Baron
2596,2596,Art inspired by Christopher Jin Baron,4094,Christopher Jin Baron
2597,2597,Painting in the style of Christopher Jin Baron,4572,Christopher Jin Baron
2598,2598,A reproduction of art by Christopher Jin Baron,2338,Christopher Jin Baron
2599,2599,A famous artwork by Christopher Jin Baron,4603,Christopher Jin Baron
2600,2600,Image in the style of Chuck Close,3990,Chuck Close
2601,2601,Art inspired by Chuck Close,2463,Chuck Close
2602,2602,Painting in the style of Chuck Close,1659,Chuck Close
2603,2603,A reproduction of art by Chuck Close,2820,Chuck Close
2604,2604,A famous artwork by Chuck Close,2038,Chuck Close
2605,2605,Image in the style of Cicely Mary Barker,3961,Cicely Mary Barker
2606,2606,Art inspired by Cicely Mary Barker,4180,Cicely Mary Barker
2607,2607,Painting in the style of Cicely Mary Barker,3297,Cicely Mary Barker
2608,2608,A reproduction of art by Cicely Mary Barker,2295,Cicely Mary Barker
2609,2609,A famous artwork by Cicely Mary Barker,3115,Cicely Mary Barker
2610,2610,Image in the style of Cindy Sherman,1629,Cindy Sherman
2611,2611,Art inspired by Cindy Sherman,2262,Cindy Sherman
2612,2612,Painting in the style of Cindy Sherman,3274,Cindy Sherman
2613,2613,A reproduction of art by Cindy Sherman,1816,Cindy Sherman
2614,2614,A famous artwork by Cindy Sherman,362,Cindy Sherman
2615,2615,Image in the style of Claire Hummel,1056,Claire Hummel
2616,2616,Art inspired by Claire Hummel,4287,Claire Hummel
2617,2617,Painting in the style of Claire Hummel,3364,Claire Hummel
